Player Name,Mat,Inn,NO,Runs,HS,Ave,Balls,SR,100,50,0,4s,6s
Simran Singh,6,6,0,92,54,15.33,8.0,191.67,0,1,1,11,5
Yogesh Nagar,6,6,0,91,44,15.17,16.3,91.92,0,0,0,13,0
Vijay Sharma,7,6,3,91,30,30.33,14.5,102.25,0,0,0,6,1
Raj Biswa,6,6,0,91,26,15.17,14.0,108.33,0,0,0,16,2
Shahbaz Ahmed,9,4,2,90,60,45,11.0,136.36,0,1,0,7,3
Prafullomani Singh,6,5,1,90,51,22.5,21.3,69.77,0,1,0,6,2
Srikar Bharat,6,5,1,88,41,22,15.1,96.7,0,0,0,5,3
Hanuma Vihari,6,6,0,86,44,14.33,11.3,124.64,0,0,0,14,1
Abhinav Dixit,7,6,2,86,37,21.5,13.5,103.61,0,0,0,5,1
Jagadeesha Suchith,12,7,4,86,34,28.67,9.5,145.76,0,0,1,9,3
Akshay Karnewar,10,7,0,86,33,12.29,12.2,116.22,0,0,0,8,2
Rohan Kunnummal,2,2,1,85,51,85,10.1,139.34,0,1,0,10,3
Manender Singh,5,5,0,85,48,17,12.5,110.39,0,0,0,5,3
Ritwik Roy Chowdhury,9,8,4,84,19,21,10.2,135.48,0,0,0,10,1
Rajat Patidar,5,5,0,83,47,16.6,12.4,109.21,0,0,1,4,5
Rishi Dhawan,6,4,2,83,38,41.5,9.4,143.1,0,0,1,6,4
Amit Paunikar,10,8,3,83,23,16.6,11.1,123.88,0,0,1,8,3
Tajinder Singh,6,6,2,82,38,20.5,11.1,122.39,0,0,1,3,5
Sedezhalie Rupero,6,6,0,81,38,13.5,16.4,81,0,0,1,11,0
Suresh Raina,6,6,1,80,54,16,12.0,111.11,0,1,0,6,3
Baba Indrajith,4,4,0,79,46,19.75,14.3,90.8,0,0,0,4,0
NS Chaturved,5,4,1,79,34,26.33,13.2,98.75,0,0,0,5,2
Chetan Bist,6,6,1,77,34,15.4,11.1,114.93,0,0,2,6,3
Apoorv Wankhade,7,5,1,76,56,19,13.0,97.44,0,1,0,3,3
Girish Rauturi,7,5,0,74,49,14.8,8.5,139.62,0,0,1,3,6
Bibek Diyali,5,5,0,74,22,14.8,18.5,65.49,0,0,0,8,1
Yuvraj Singh,4,4,0,73,34,18.25,10.5,112.31,0,0,0,11,2
Parvez Rasool,5,4,0,72,31,18,7.0,171.43,0,0,0,3,5
Fabid Ahmed,7,6,1,72,25,14.4,14.2,83.72,0,0,0,1,1
Ishank Jaggi,7,6,1,72,24,14.4,10.3,114.29,0,0,1,8,0
Swapnil Singh,7,5,1,71,36,17.75,11.2,104.41,0,0,1,7,1
Ninad Kadam,7,5,1,70,32,17.5,13.0,89.74,0,0,0,3,2
Asfan Khan,6,6,0,70,25,11.67,17.4,66.04,0,0,1,5,1
Prasanth Kumar,4,3,0,69,57,23,8.1,140.82,0,1,0,6,3
Vijay Zol,6,5,1,69,50,17.25,11.5,97.18,0,1,0,9,0
Abhishek Raut,7,4,1,69,41,23,12.5,89.61,0,0,0,8,1
Shubham Khajuria,4,4,1,68,34,22.67,10.3,107.94,0,0,1,5,3
Sheldon Jackson,6,5,0,67,36,13.4,9.1,121.82,0,0,0,9,1
Karn Sharma,5,5,1,67,30,16.75,6.4,167.5,0,0,1,5,4
Ambati Rayudu,4,4,0,67,29,16.75,12.3,89.33,0,0,0,4,1
Prashant Awasthi,10,7,0,67,25,9.57,9.1,121.82,0,0,2,5,2
KB Pawan,4,4,1,66,53,22,9.0,122.22,0,1,2,3,4
Harsh Tyagi,10,5,3,66,32,33,9.3,115.79,0,0,0,5,4
Rohit Rayudu,6,4,1,65,47,21.67,9.2,116.07,0,0,0,1,3
Rajendran Vivek,5,5,2,65,36,21.67,8.1,132.65,0,0,1,6,3
Aditya,2,2,1,64,64,64,7.4,139.13,0,1,0,5,4
Kangabam Singh,6,5,1,61,45,15.25,10.3,96.83,0,0,0,7,1
Abrar Kazi,4,4,0,61,36,15.25,9.0,112.96,0,0,1,4,2
Rajesh Mohanty,7,3,0,60,36,20,7.5,127.66,0,0,1,4,4
Pramod Chandila,6,3,0,60,35,20,7.2,136.36,0,0,0,8,2
Bandeep Singh,1,1,1,59,59,0,4.2,226.92,0,1,0,4,4
Vishal Kushwah,7,5,3,59,19,29.5,5.5,168.57,0,0,0,4,3
Vikash Singh,9,3,1,58,46,29,6.4,145,0,0,0,3,4
Nitin Sharma,6,4,0,58,36,14.5,5.3,175.76,0,0,1,4,4
Mangal Mahrour,6,6,0,58,33,9.67,14.2,67.44,0,0,2,7,0
Ajinkya Rahane,6,6,0,58,31,9.67,9.0,107.41,0,0,1,8,0
Hemang Patel,10,6,2,58,17,14.5,10.4,90.63,0,0,0,4,1
Ganesh Satish,9,8,0,57,24,7.13,14.1,67.06,0,0,0,3,0
Pawan Negi,10,7,4,57,18,19,8.5,107.55,0,0,0,2,2
Manzoor Dar,6,4,1,56,39,18.67,6.4,140,0,0,0,6,2
Rohit Motwani,3,3,0,56,36,18.67,7.3,124.44,0,0,0,4,3
Sinan Khadir,7,7,0,56,17,8,10.3,88.89,0,0,1,8,0
Arabind Singh,6,4,2,55,34,27.5,10.4,85.94,0,0,0,4,1
Aarpit ?Vasavada,6,3,2,54,36,54,10.1,88.52,0,0,0,2,1
MD Rahmatullah,4,4,0,54,32,13.5,7.1,125.58,0,0,1,3,4
Aditya Garhwal,5,5,0,54,30,10.8,8.5,101.89,0,0,0,7,1
Kolla Sumanth,7,7,1,54,20,9,8.3,105.88,0,0,2,4,1
Subhranshu Senapati,4,2,0,52,51,26,6.4,130,0,1,0,6,1
Abhay Negi,6,4,0,52,26,13,9.0,96.3,0,0,0,7,1
Parthiv Patel,4,4,0,52,25,13,7.3,115.56,0,0,0,7,1
Swarajeet Das,6,6,2,52,23,13,12.2,70.27,0,0,1,3,0
Saurabh Kumar,10,6,2,51,24,12.75,6.4,127.5,0,0,0,4,4
Paras Sehrawat,4,4,1,51,22,17,6.1,137.84,0,0,1,5,3
Rohit Jhanjhariya,2,2,1,50,49,50,9.2,89.29,0,0,0,1,2
Tilak Varma,2,2,1,50,40,50,4.1,200,0,0,0,3,4
Jitumoni Kalita,7,3,2,50,31,50,5.3,151.52,0,0,0,2,3
Shivam Khurana,7,4,0,50,29,12.5,7.4,108.7,0,0,1,2,3
Irfan Pathan,5,4,2,50,26,25,5.0,166.67,0,0,0,4,3
Prashant Singh,6,6,1,49,12,9.8,9.3,85.96,0,0,0,3,1
Babul Kumar,6,6,0,48,27,8,10.3,76.19,0,0,2,5,0
Anuj Rawat,6,2,0,47,45,23.5,7.1,109.3,0,0,0,2,3
Abhishek Kaushik,2,2,0,47,31,23.5,7.4,102.17,0,0,0,6,1
Parandaman Thamaraikannan,7,6,4,47,25,23.5,10.4,73.44,0,0,2,4,1
Akash Parkar,5,4,1,47,22,15.67,8.0,97.92,0,0,0,4,0
Prerak Mankad,6,5,3,47,20,23.5,7.5,100,0,0,0,5,0
Eknath Kerkar,3,1,0,46,46,46,6.0,127.78,0,0,0,3,1
Sanjay Majumder,7,5,1,46,27,11.5,6.1,124.32,0,0,0,2,4
Narayan Jagadeesan,6,4,1,45,29,15,8.0,93.75,0,0,1,2,1
Vivek Kumar,6,6,2,45,18,11.25,4.4,160.71,0,0,2,3,3
Vikneshwaran Marimuthu,7,6,1,45,13,9,7.4,97.83,0,0,0,4,0
Azim Kazi,10,3,2,44,39,44,6.4,110,0,0,0,0,3
Puneet Malik,2,2,0,44,33,22,6.4,110,0,0,0,3,3
Mitesh Patel,6,4,0,44,29,11,7.5,93.62,0,0,0,6,0
Sohraab Dhaliwal,6,5,1,44,23,11,4.4,157.14,0,0,1,3,2
Salman Nizar,3,2,2,44,23,0,3.4,200,0,0,0,1,4
Daryl Ferrario,3,3,0,44,22,14.67,7.1,102.33,0,0,0,4,0
Plazor Tamang,5,5,1,44,19,11,7.4,95.65,0,0,1,7,0
Manoj Bhandage,7,3,1,43,25,21.5,5.3,130.3,0,0,0,4,1
Vinay Kumar,10,4,1,42,34,14,4.4,150,0,0,1,1,4
Abhijeet Tomar,2,2,0,42,28,21,8.0,87.5,0,0,0,5,0
Ashish Thapa,6,6,1,42,19,8.4,16.3,42.42,0,0,1,1,0
Amit Chopra,7,6,2,42,15,10.5,8.2,84,0,0,0,2,1
Brainder Sran,5,5,1,42,13,10.5,4.3,155.56,0,0,1,4,2
J Kousik,2,1,1,41,41,0,5.5,117.14,0,0,0,2,1
Tejas Patel,7,3,1,41,22,20.5,3.4,186.36,0,0,0,7,0
Sharad Lumba,4,3,0,41,21,13.67,4.3,151.85,0,0,0,2,3
Aditya Tare,7,6,2,41,13,10.25,7.0,97.62,0,0,1,5,0
Nilesh Lamichaney,6,5,1,41,13,10.25,11.5,57.75,0,0,0,3,0
Piyush Singh,5,5,0,40,21,8,9.5,67.8,0,0,2,2,1
Kaushal Acharjee,5,4,0,40,15,10,8.4,76.92,0,0,0,2,0
Shubham Ranjane,10,5,2,40,15,13.33,8.1,81.63,0,0,0,2,0
Arun Karthik,6,5,0,39,31,7.8,4.4,139.29,0,0,1,3,1
Gandhar Bhatawadekar,3,2,0,38,22,19,4.5,131.03,0,0,0,4,2
Ravichandran Ashwin,6,5,0,38,16,7.6,6.2,100,0,0,0,5,0
Divyang Himganekar,12,4,2,37,35,18.5,3.3,176.19,0,0,1,3,2
Shubham Chaubey,5,4,0,37,29,9.25,5.2,115.63,0,0,1,1,4
Umesh Yadav,4,3,1,37,26,18.5,2.4,231.25,0,0,0,4,3
Ashutosh Aman,6,5,0,37,24,7.4,8.3,72.55,0,0,1,3,0
Karan Patel,4,3,0,36,35,12,5.4,105.88,0,0,1,2,2
Pranshu Vijayran,6,3,1,36,34,18,3.5,156.52,0,0,0,2,3
Shoaib Md Khan,3,2,1,36,26,36,5.0,120,0,0,0,3,1
Aditya Singhania,5,3,1,36,18,18,7.3,80,0,0,0,3,1
Suryakant Pradhan,7,3,0,35,32,11.67,4.0,145.83,0,0,1,3,2
Yashu Sharma,2,2,0,35,26,17.5,3.5,152.17,0,0,0,5,1
Atit Sheth,6,5,5,35,23,0,4.3,129.63,0,0,0,2,2
Manpreet Gony,5,5,1,35,18,8.75,5.2,109.38,0,0,1,2,2
Ankit Chaudhary,9,4,1,35,18,11.67,7.1,81.4,0,0,0,3,1
Ahmed Shah,6,5,0,35,13,7,7.0,83.33,0,0,0,0,4
Dwaraka Ravi Teja,3,3,1,34,20,17,6.4,85,0,0,0,3,0
Vaibhav Govekar,1,1,0,32,32,32,3.1,168.42,0,0,0,7,0
Ravi Teja,3,1,1,31,31,0,3.1,163.16,0,0,0,3,0
Urvil Patel,4,4,0,31,21,7.75,4.1,124,0,0,2,4,1
Nirupam Sen,4,4,1,31,13,10.33,6.5,75.61,0,0,1,2,0
Rishabh Chouhan,4,4,0,30,28,7.5,5.0,100,0,0,2,2,2
Imliwati Lemtur,6,5,1,30,17,7.5,4.5,103.45,0,0,1,2,1
Hiten Mehra,4,4,0,30,16,7.5,5.1,96.77,0,0,0,1,2
Suboth Bhati,10,4,1,30,14,10,4.2,115.38,0,0,0,2,2
Abhimanyu Mithun,7,3,3,29,18,0,2.0,241.67,0,0,0,3,2
Mohit Mongia,4,3,0,29,13,9.67,4.1,116,0,0,0,3,1
M Mohammed,6,4,1,29,10,9.67,2.5,170.59,0,0,1,3,2
Akhilesh Sahani,5,3,0,28,16,9.33,6.1,75.68,0,0,0,2,0
Jason Lamare,5,5,0,28,15,5.6,8.1,57.14,0,0,1,3,1
Krishnamurthy Siddharth,2,1,0,27,27,27,4.0,112.5,0,0,0,1,1
Ashok Dinda,11,3,2,27,20,27,3.2,135,0,0,0,2,2
Mohit Ahlawat,6,4,1,27,19,9,3.2,135,0,0,1,2,1
Suheh Hussain,3,3,0,27,18,9,4.4,96.43,0,0,0,1,1
Manjinder Singh,2,2,0,27,14,13.5,7.0,64.29,0,0,0,2,0
Anmolpreet Singh,5,4,0,27,12,6.75,6.4,67.5,0,0,0,3,0
Kamsha Yangfo,6,5,0,26,15,5.2,8.3,50.98,0,0,1,1,0
Lalhmangaiha,3,3,1,26,14,13,4.3,96.3,0,0,1,2,1
Pratyush Kumar,1,1,0,24,24,24,4.4,85.71,0,0,0,1,1
Lavin Coster,7,2,1,24,22,24,1.3,266.67,0,0,0,0,3
Govinda Poddar,2,2,0,24,21,12,4.5,82.76,0,0,0,1,0
Mohsin Khan,6,4,1,24,19,8,2.2,171.43,0,0,0,2,1
Neelam Obi,4,4,0,24,13,6,6.3,61.54,0,0,1,2,1
Lalhruai Ralte,7,6,0,24,8,4,7.4,52.17,0,0,1,0,0
Hemang Patel,10,6,2,58,17,14.5,10.4,90.63,0,0,0,4,1
Ganesh Satish,9,8,0,57,24,7.13,14.1,67.06,0,0,0,3,0
Pawan Negi,10,7,4,57,18,19,8.5,107.55,0,0,0,2,2
Manzoor Dar,6,4,1,56,39,18.67,6.4,140,0,0,0,6,2
Rohit Motwani,3,3,0,56,36,18.67,7.3,124.44,0,0,0,4,3
Sinan Khadir,7,7,0,56,17,8,10.3,88.89,0,0,1,8,0
Arabind Singh,6,4,2,55,34,27.5,10.4,85.94,0,0,0,4,1
Aarpit ?Vasavada,6,3,2,54,36,54,10.1,88.52,0,0,0,2,1
MD Rahmatullah,4,4,0,54,32,13.5,7.1,125.58,0,0,1,3,4
Aditya Garhwal,5,5,0,54,30,10.8,8.5,101.89,0,0,0,7,1
Kolla Sumanth,7,7,1,54,20,9,8.3,105.88,0,0,2,4,1
Subhranshu Senapati,4,2,0,52,51,26,6.4,130,0,1,0,6,1
Abhay Negi,6,4,0,52,26,13,9.0,96.3,0,0,0,7,1
Parthiv Patel,4,4,0,52,25,13,7.3,115.56,0,0,0,7,1
Swarajeet Das,6,6,2,52,23,13,12.2,70.27,0,0,1,3,0
Saurabh Kumar,10,6,2,51,24,12.75,6.4,127.5,0,0,0,4,4
Paras Sehrawat,4,4,1,51,22,17,6.1,137.84,0,0,1,5,3
Rohit Jhanjhariya,2,2,1,50,49,50,9.2,89.29,0,0,0,1,2
Tilak Varma,2,2,1,50,40,50,4.1,200,0,0,0,3,4
Jitumoni Kalita,7,3,2,50,31,50,5.3,151.52,0,0,0,2,3
Shivam Khurana,7,4,0,50,29,12.5,7.4,108.7,0,0,1,2,3
Irfan Pathan,5,4,2,50,26,25,5.0,166.67,0,0,0,4,3
Prashant Singh,6,6,1,49,12,9.8,9.3,85.96,0,0,0,3,1
Babul Kumar,6,6,0,48,27,8,10.3,76.19,0,0,2,5,0
Anuj Rawat,6,2,0,47,45,23.5,7.1,109.3,0,0,0,2,3
Abhishek Kaushik,2,2,0,47,31,23.5,7.4,102.17,0,0,0,6,1
Parandaman Thamaraikannan,7,6,4,47,25,23.5,10.4,73.44,0,0,2,4,1
Akash Parkar,5,4,1,47,22,15.67,8.0,97.92,0,0,0,4,0
Prerak Mankad,6,5,3,47,20,23.5,7.5,100,0,0,0,5,0
Eknath Kerkar,3,1,0,46,46,46,6.0,127.78,0,0,0,3,1
Sanjay Majumder,7,5,1,46,27,11.5,6.1,124.32,0,0,0,2,4
Narayan Jagadeesan,6,4,1,45,29,15,8.0,93.75,0,0,1,2,1
Vivek Kumar,6,6,2,45,18,11.25,4.4,160.71,0,0,2,3,3
Vikneshwaran Marimuthu,7,6,1,45,13,9,7.4,97.83,0,0,0,4,0
Azim Kazi,10,3,2,44,39,44,6.4,110,0,0,0,0,3
Puneet Malik,2,2,0,44,33,22,6.4,110,0,0,0,3,3
Mitesh Patel,6,4,0,44,29,11,7.5,93.62,0,0,0,6,0
Sohraab Dhaliwal,6,5,1,44,23,11,4.4,157.14,0,0,1,3,2
Salman Nizar,3,2,2,44,23,0,3.4,200,0,0,0,1,4
Daryl Ferrario,3,3,0,44,22,14.67,7.1,102.33,0,0,0,4,0
Plazor Tamang,5,5,1,44,19,11,7.4,95.65,0,0,1,7,0
Manoj Bhandage,7,3,1,43,25,21.5,5.3,130.3,0,0,0,4,1
Vinay Kumar,10,4,1,42,34,14,4.4,150,0,0,1,1,4
Abhijeet Tomar,2,2,0,42,28,21,8.0,87.5,0,0,0,5,0
Ashish Thapa,6,6,1,42,19,8.4,16.3,42.42,0,0,1,1,0
Amit Chopra,7,6,2,42,15,10.5,8.2,84,0,0,0,2,1
Brainder Sran,5,5,1,42,13,10.5,4.3,155.56,0,0,1,4,2
J Kousik,2,1,1,41,41,0,5.5,117.14,0,0,0,2,1
Tejas Patel,7,3,1,41,22,20.5,3.4,186.36,0,0,0,7,0
Sharad Lumba,4,3,0,41,21,13.67,4.3,151.85,0,0,0,2,3
Aditya Tare,7,6,2,41,13,10.25,7.0,97.62,0,0,1,5,0
Nilesh Lamichaney,6,5,1,41,13,10.25,11.5,57.75,0,0,0,3,0
Piyush Singh,5,5,0,40,21,8,9.5,67.8,0,0,2,2,1
Kaushal Acharjee,5,4,0,40,15,10,8.4,76.92,0,0,0,2,0
Shubham Ranjane,10,5,2,40,15,13.33,8.1,81.63,0,0,0,2,0
Arun Karthik,6,5,0,39,31,7.8,4.4,139.29,0,0,1,3,1
Gandhar Bhatawadekar,3,2,0,38,22,19,4.5,131.03,0,0,0,4,2
Ravichandran Ashwin,6,5,0,38,16,7.6,6.2,100,0,0,0,5,0
Divyang Himganekar,12,4,2,37,35,18.5,3.3,176.19,0,0,1,3,2
Shubham Chaubey,5,4,0,37,29,9.25,5.2,115.63,0,0,1,1,4
Umesh Yadav,4,3,1,37,26,18.5,2.4,231.25,0,0,0,4,3
Ashutosh Aman,6,5,0,37,24,7.4,8.3,72.55,0,0,1,3,0
Karan Patel,4,3,0,36,35,12,5.4,105.88,0,0,1,2,2
Pranshu Vijayran,6,3,1,36,34,18,3.5,156.52,0,0,0,2,3
Shoaib Md Khan,3,2,1,36,26,36,5.0,120,0,0,0,3,1
Aditya Singhania,5,3,1,36,18,18,7.3,80,0,0,0,3,1
Suryakant Pradhan,7,3,0,35,32,11.67,4.0,145.83,0,0,1,3,2
Yashu Sharma,2,2,0,35,26,17.5,3.5,152.17,0,0,0,5,1
Atit Sheth,6,5,5,35,23,0,4.3,129.63,0,0,0,2,2
Manpreet Gony,5,5,1,35,18,8.75,5.2,109.38,0,0,1,2,2
Ankit Chaudhary,9,4,1,35,18,11.67,7.1,81.4,0,0,0,3,1
Ahmed Shah,6,5,0,35,13,7,7.0,83.33,0,0,0,0,4
Dwaraka Ravi Teja,3,3,1,34,20,17,6.4,85,0,0,0,3,0
Vaibhav Govekar,1,1,0,32,32,32,3.1,168.42,0,0,0,7,0
Ravi Teja,3,1,1,31,31,0,3.1,163.16,0,0,0,3,0
Urvil Patel,4,4,0,31,21,7.75,4.1,124,0,0,2,4,1
Nirupam Sen,4,4,1,31,13,10.33,6.5,75.61,0,0,1,2,0
Rishabh Chouhan,4,4,0,30,28,7.5,5.0,100,0,0,2,2,2
Imliwati Lemtur,6,5,1,30,17,7.5,4.5,103.45,0,0,1,2,1
Hiten Mehra,4,4,0,30,16,7.5,5.1,96.77,0,0,0,1,2
Suboth Bhati,10,4,1,30,14,10,4.2,115.38,0,0,0,2,2
Abhimanyu Mithun,7,3,3,29,18,0,2.0,241.67,0,0,0,3,2
Mohit Mongia,4,3,0,29,13,9.67,4.1,116,0,0,0,3,1
M Mohammed,6,4,1,29,10,9.67,2.5,170.59,0,0,1,3,2
Akhilesh Sahani,5,3,0,28,16,9.33,6.1,75.68,0,0,0,2,0
Jason Lamare,5,5,0,28,15,5.6,8.1,57.14,0,0,1,3,1
Krishnamurthy Siddharth,2,1,0,27,27,27,4.0,112.5,0,0,0,1,1
Ashok Dinda,11,3,2,27,20,27,3.2,135,0,0,0,2,2
Mohit Ahlawat,6,4,1,27,19,9,3.2,135,0,0,1,2,1
Suheh Hussain,3,3,0,27,18,9,4.4,96.43,0,0,0,1,1
Manjinder Singh,2,2,0,27,14,13.5,7.0,64.29,0,0,0,2,0
Anmolpreet Singh,5,4,0,27,12,6.75,6.4,67.5,0,0,0,3,0
Kamsha Yangfo,6,5,0,26,15,5.2,8.3,50.98,0,0,1,1,0
Lalhmangaiha,3,3,1,26,14,13,4.3,96.3,0,0,1,2,1
Pratyush Kumar,1,1,0,24,24,24,4.4,85.71,0,0,0,1,1
Lavin Coster,7,2,1,24,22,24,1.3,266.67,0,0,0,0,3
Govinda Poddar,2,2,0,24,21,12,4.5,82.76,0,0,0,1,0
Mohsin Khan,6,4,1,24,19,8,2.2,171.43,0,0,0,2,1
Neelam Obi,4,4,0,24,13,6,6.3,61.54,0,0,1,2,1
Lalhruai Ralte,7,6,0,24,8,4,7.4,52.17,0,0,1,0,0
Tahmeed Rahman,6,4,1,7,3,2.33,2.1,53.85,0,0,1,0,0
Mughavi Wotsa,2,1,1,6,6,0,2.0,50,0,0,0,0,0
Manoj Ingale,3,1,1,6,6,0,0.3,200,0,0,0,1,0
Satyajeet Bachhav,12,1,0,6,6,6,1.0,100,0,0,0,1,0
Abhishek Tanwar,6,3,3,6,5,0,1.1,85.71,0,0,0,0,0
Lalrempuia,3,2,1,6,5,6,0.4,150,0,0,0,1,0
Shams Mulani,10,4,1,6,5,2,1.5,54.55,0,0,1,0,0
Malliksab Sirur,3,2,0,6,5,3,1.5,54.55,0,0,0,1,0
Pankaj Singh,7,2,1,6,5,6,2.0,50,0,0,0,0,0
Treyaksh Bali,3,3,0,6,4,2,1.2,75,0,0,0,1,0
Harbhajan Singh,3,3,1,6,3,3,2.5,35.29,0,0,0,0,0
Salman Baig,3,2,0,5,5,2.5,1.0,83.33,0,0,1,1,0
Subhash Sharma,3,1,1,5,5,0,0.3,166.67,0,0,0,1,0
Ravi Bishnoi,4,1,0,5,5,5,1.1,71.43,0,0,0,1,0
Krishnakant Upadhyay,8,1,1,5,5,0,0.3,166.67,0,0,0,1,0
Bobby Yadav,3,1,0,5,5,5,1.1,71.43,0,0,0,0,0
Ramalingam Rohit,2,1,0,5,5,5,0.3,166.67,0,0,0,1,0
Arjun Sharma,6,3,1,5,4,2.5,1.3,55.56,0,0,1,0,0
Tushar Deshpande,10,4,2,4,4,2,0.4,100,0,0,2,1,0
Ram Dayal,2,1,0,4,4,4,1.2,50,0,0,0,0,0
Chirag Jani,5,1,0,4,4,4,1.0,66.67,0,0,0,0,0
Sams Alam,3,2,1,4,4,4,0.3,133.33,0,0,0,1,0
Amulaya Pandrekar,4,1,0,4,4,4,1.0,66.67,0,0,0,0,0
Rishi Arothe,7,1,0,4,4,4,0.4,100,0,0,0,0,0
Vijay Bharti,1,1,0,4,4,4,1.1,57.14,0,0,0,1,0
Sunny Kashyap,5,2,1,4,3,4,1.1,57.14,0,0,0,0,0
Krishna Das,6,3,2,4,3,4,1.5,36.36,0,0,0,0,0
Raiphi Gomez,2,2,0,4,2,2,1.3,44.44,0,0,0,0,0
Navdeep Saini,7,3,2,4,2,4,1.4,40,0,0,0,0,0
Mehdi Hassan,7,3,3,4,2,0,1.0,66.67,0,0,0,0,0
K Lalhmingmawia,2,1,0,3,3,3,0.2,150,0,0,0,0,0
Pritam Das,4,2,0,3,3,1.5,1.0,50,0,0,1,0,0
Gaurav,1,1,1,3,3,0,0.3,100,0,0,0,0,0
Darshan Nalkande,3,2,0,3,3,1.5,1.1,42.86,0,0,1,0,0
Wanlambok Nongkhlaw,1,1,1,3,3,0,1.0,50,0,0,0,0,0
Jamalpur Mallikarjun,1,1,0,3,3,3,1.5,27.27,0,0,0,0,0
Jay Chauhan,4,1,1,3,3,0,0.3,100,0,0,0,0,0
Bhargav Bhatt,7,2,1,3,3,3,1.1,42.86,0,0,0,0,0
V Koushik,10,1,1,3,3,0,0.3,100,0,0,0,0,0
Abhishek Mohan,1,1,1,3,3,0,1.0,50,0,0,0,0,0
Prithvi Raj,1,1,1,3,3,0,0.1,300,0,0,0,0,0
Nazim Siddiqui,4,2,0,3,3,1.5,0.5,60,0,0,1,0,0
Srikkanth Anirudha,1,1,1,3,3,0,0.2,150,0,0,0,0,0
Thokchom Singh,4,2,2,3,2,0,0.4,75,0,0,0,0,0
Amit Mishra,7,3,1,3,2,1.5,1.1,42.86,0,0,1,0,0
Deepak Chahar,4,3,0,3,2,1,1.2,37.5,0,0,1,0,0
Shivendra Singh,6,2,2,3,2,0,0.4,75,0,0,0,0,0
Pradipta Pramanik,3,2,1,3,2,3,0.4,75,0,0,0,0,0
Abhijit Chakraborty,3,2,1,3,2,3,1.0,50,0,0,0,0,0
Vikas Tokas,1,1,1,2,2,0,0.3,66.67,0,0,0,0,0
Neetesh Sharma,3,1,0,2,2,2,1.5,18.18,0,0,0,0,0
Divyaraj Chauhan,1,1,1,2,2,0,0.3,66.67,0,0,0,0,0
Yash Dayal,9,2,2,2,2,0,0.4,50,0,0,0,0,0
Ambikeshwar Mishra,1,1,1,2,2,0,1.0,33.33,0,0,0,0,0
Licha Tehi,4,1,0,2,2,2,0.2,100,0,0,0,0,0
Pappu Roy,7,3,3,2,2,0,1.5,18.18,0,0,0,0,0
Aniket Choudhary,5,2,1,2,2,2,0.4,50,0,0,1,0,0
Ishan Porel,7,1,1,2,2,0,0.5,40,0,0,0,0,0
Kant Singh,1,1,1,2,2,0,0.2,100,0,0,0,0,0
Shiva Singh,6,2,1,2,2,2,0.4,50,0,0,1,0,0
Madhav Avsh,1,1,1,2,2,0,1.3,22.22,0,0,0,0,0
Ramnivas Golada,1,1,0,2,2,2,1.2,25,0,0,0,0,0
Vishal Das,6,4,4,2,1,0,0.4,50,0,0,0,0,0
Amiangshu Sen,5,3,1,2,1,1,0.4,50,0,0,1,0,0
Abu Nechim,7,3,1,2,1,1,1.0,33.33,0,0,1,0,0
Jaydev Unadkat,6,2,1,2,1,2,0.5,40,0,0,0,0,0
Mukhtar Hussain,6,1,1,1,1,0,0.2,50,0,0,0,0,0
Pritam Nirala,1,1,0,1,1,1,0.3,33.33,0,0,0,0,0
Kuldeep Sen,4,2,2,1,1,0,0.4,25,0,0,0,0,0
Luvnith Sisodia,1,1,0,1,1,1,0.3,33.33,0,0,0,0,0
Shahbaz Nadeem,5,1,0,1,1,1,0.3,33.33,0,0,0,0,0
Ayan Bhattacharjee,5,1,1,1,1,0,0.1,100,0,0,0,0,0
Khawlhring Lalremruata,2,2,0,1,1,0.5,1.0,16.67,0,0,1,0,0
Subham Nayak,1,1,0,1,1,1,0.3,33.33,0,0,0,0,0
Deendyal Upadhyay,2,1,0,1,1,1,0.4,25,0,0,0,0,0
Bobby Zothansanga,3,1,1,1,1,0,0.1,100,0,0,0,0,0
Yash Thakur,9,3,2,1,1,1,0.2,50,0,0,1,0,0
Dharmendrasinh Jadeja,6,1,0,1,1,1,0.2,50,0,0,0,0,0
Lalnunkima Varte,5,2,2,1,1,0,0.3,33.33,0,0,0,0,0
Karma Bhutia,2,1,0,1,1,1,1.2,12.5,0,0,0,0,0
Vijesh Prabhudessai,5,1,0,1,1,1,0.1,100,0,0,0,0,0
Akshay Wakhare,10,2,1,1,1,1,0.2,50,0,0,1,0,0
Mohit Jangra,2,1,1,1,1,0,0.1,100,0,0,0,0,0
Jayveer Parmar,2,1,1,1,1,0,0.3,33.33,0,0,0,0,0
Rachit Bhatia,2,1,0,1,1,1,0.5,20,0,0,0,0,0
Akash Choudhary,6,3,2,1,1,1,1.2,12.5,0,0,1,0,0
Sarbeswar Mohanty,2,2,1,1,1,1,0.3,33.33,0,0,1,0,0
Sudhesan Midhun,5,2,2,1,1,0,0.2,50,0,0,0,0,0
Rohit Dangwal,5,2,1,1,1,1,1.4,10,0,0,0,0,0
Rishabh Pant,5,5,1,278,116,69.5,22.0,210.61,1,2,0,29,18
Karun Nair,5,5,0,236,111,47.2,22.4,173.53,1,1,0,22,11
Shreevats Goswami,4,4,1,232,82,77.33,26.0,148.72,0,3,0,26,7
