Player Name,Mat,Inn,NO,Runs,HS,Ave,Balls,SR,100,50,0,4s,6s
Peter Trego,9,9,1,311,68,38.88,45.2,114.34,0,3,0,28,5
Azhar Mahmood,11,11,2,298,77,33.11,34.4,143.27,0,2,0,35,11
Chris Gayle,5,5,1,288,116,72,25.4,187.01,2,0,0,19,26
Shakib Al Hasan,11,11,4,280,86,40,33.2,140,0,1,1,29,7
Shivnarine Chanderpaul,10,10,1,275,87,30.56,37.0,123.87,0,2,0,30,7
Mohammad Ashraful,12,11,2,258,53,28.67,38.1,112.66,0,1,1,23,5
Marlon Samuels,11,11,1,242,72,24.2,32.5,122.84,0,3,2,20,12
Shahzaib Hasan,8,8,0,240,54,30,30.3,131.15,0,2,0,31,5
Junaid Siddique,11,11,2,238,89,26.44,26.5,147.83,0,1,2,26,8
Mushfiqur Rahim,11,9,3,234,58,39,31.0,125.81,0,1,2,18,5
Jason Roy,10,9,0,225,43,25,27.3,136.36,0,0,0,21,10
Phil Mustard,8,8,2,222,88,37,26.5,137.89,0,1,0,28,5
Kieron Pollard,10,9,4,220,50,44,23.3,156.03,0,1,0,11,18
Nasir Hossain,11,7,1,182,42,30.33,25.2,119.74,0,0,0,18,4
Mahmudullah,10,9,2,180,56,25.71,25.2,118.42,0,1,0,14,5
Anamul Haque,12,10,3,176,49,25.14,27.2,107.32,0,0,1,16,7
Darren Stevens,10,10,3,170,43,24.29,25.4,110.39,0,0,0,17,4
Dwayne Bravo,10,8,2,169,48,28.17,22.3,125.19,0,0,1,10,8
Abdul Razzaq,10,8,2,167,32,27.83,23.1,120.14,0,0,0,11,5
Herschelle Gibbs,10,10,0,161,41,16.1,22.2,120.15,0,0,1,24,2
Jahurul Islam,10,10,0,144,41,14.4,20.2,118.03,0,0,2,12,4
Ziaur Rahman,10,7,2,129,48,25.8,15.4,137.23,0,0,1,10,9
Alok Kapali,9,8,2,124,56,20.67,17.0,121.57,0,1,0,10,5
Mominul Haque,12,7,1,122,53,20.33,15.0,135.56,0,1,1,8,7
Andre Russell,8,6,3,121,37,40.33,10.2,195.16,0,0,0,12,6
Sean Ervine,5,5,1,119,82,29.75,16.2,121.43,0,1,1,12,3
Scott Styris,7,6,2,107,48,26.75,13.4,130.49,0,0,0,6,6
Mithun Ali,12,8,1,107,38,15.29,16.2,109.18,0,0,1,4,4
Sabbir Rahman,11,8,2,103,41,17.17,14.0,122.62,0,0,2,3,6
Imrul Kayes,7,7,0,102,23,14.57,14.5,114.61,0,0,1,6,7
Naeem Islam,9,6,2,101,30,25.25,14.4,114.77,0,0,0,8,4
Nazmul Hossain Milon,10,7,4,80,42,26.67,11.5,112.68,0,0,1,3,4
Sohail Tanvir,10,7,3,78,33,19.5,14.1,91.76,0,0,1,6,1
Mizanur Rahman,2,2,0,70,65,35,10.5,107.69,0,1,0,7,2
Rameez Raja,4,3,1,65,26,32.5,8.3,127.45,0,0,0,6,1
Nazimuddin,4,4,0,61,26,15.25,11.1,91.04,0,0,0,8,1
Shuvagata Hom,10,6,1,55,18,11,8.0,114.58,0,0,0,2,3
Niall O'Brien,5,3,0,54,35,18,9.5,91.53,0,0,1,3,0
Sanath Jayasuriya,6,5,0,54,23,10.8,7.4,117.39,0,0,1,2,4
Tom Maynard,4,4,1,50,22,16.67,9.0,92.59,0,0,0,5,0
Kabir Ali,7,5,3,45,15,22.5,5.5,128.57,0,0,0,3,1
Shahriar Nafees,5,3,1,38,28,19,9.2,67.86,0,0,0,3,0
Mohammad Sami,11,7,3,37,9,9.25,4.1,148,0,0,1,2,2
Brendan Taylor,2,2,0,35,25,17.5,7.2,79.55,0,0,0,4,0
Brad Hogg,7,4,3,30,18,30,6.3,76.92,0,0,1,0,0
Shamsur Rahman,2,2,0,29,24,14.5,4.4,103.57,0,0,0,3,0
Khalid Latif,4,3,0,29,14,9.67,6.5,70.73,0,0,0,3,0
Yasir Arafat,10,4,2,28,13,14,4.5,96.55,0,0,0,3,0
Farhad Hossain,9,4,2,28,12,14,4.5,96.55,0,0,0,0,2
Shahid Afridi,2,1,1,27,27,0,1.5,245.45,0,0,0,0,3
Farhad Reza,5,3,1,25,15,12.5,3.4,113.64,0,0,0,2,0
Mohammad Hafeez,1,1,0,24,24,24,3.0,133.33,0,0,0,4,0
Arafat Sunny,10,5,5,22,12,0,6.1,59.46,0,0,0,1,0
Mehrab Hossain jnr,4,3,1,21,10,10.5,5.0,70,0,0,0,0,1
Mukhtar Ali,5,3,1,20,16,10,2.4,125,0,0,0,1,1
Abdur Razzak,11,3,2,20,15,20,3.1,105.26,0,0,0,1,1
Faisal Hossain,2,2,1,19,17,19,3.3,90.48,0,0,0,0,0
Alexei Kervezee,2,2,0,18,10,9,3.4,81.82,0,0,0,2,0
Nazmul Islam,12,2,1,15,10,15,2.1,115.38,0,0,0,1,0
Naved-ul-Hasan,11,5,2,15,9,5,2.5,88.24,0,0,1,0,0
Fawad Alam,3,3,1,14,8,7,3.0,77.78,0,0,0,1,0
Noor Hossain,5,2,1,13,13,13,1.4,130,0,0,1,1,1
Marshall Ayub,3,2,1,12,11,12,3.0,66.67,0,0,0,0,0
Dhiman Ghosh,3,1,0,11,11,11,2.0,91.67,0,0,0,1,0
Soumya Sarkar,1,1,0,11,11,11,2.1,84.62,0,0,0,1,0
Qaiser Abbas,2,2,0,9,6,4.5,1.2,112.5,0,0,0,1,0
Kevon Cooper,9,7,3,9,4,2.25,3.4,40.91,0,0,2,0,0
Suhrawadi Shuvo,11,1,0,8,8,8,1.5,72.73,0,0,0,0,0
Raza Ali Dar,1,1,0,8,8,8,3.1,42.11,0,0,0,0,0
Mashrafe Mortaza,11,4,0,8,7,2,2.0,66.67,0,0,2,0,1
Tamim Iqbal,2,2,0,8,5,4,2.1,61.54,0,0,0,1,0
Muttiah Muralitharan,6,1,0,7,7,7,0.5,140,0,0,0,0,1
Enamul Haque jnr,9,2,1,7,7,7,2.0,58.33,0,0,0,0,0
Dolar Mahmud,2,1,1,7,7,0,0.5,140,0,0,0,1,0
Syed Rasel,3,3,1,7,6,3.5,1.1,100,0,0,1,1,0
Saghir Hossain,7,1,0,6,6,6,2.3,40,0,0,0,1,0
Aftab Ahmed,5,3,1,6,5,3,1.4,60,0,0,1,1,0
Nabil Samad,9,2,0,6,4,3,1.3,66.67,0,0,0,1,0
Saqlain Sajib,11,4,3,6,4,6,1.1,85.71,0,0,0,0,0
Asif Ahmed,1,1,0,5,5,5,1.4,50,0,0,0,0,0
Awais Zia,1,1,0,5,5,5,1.0,83.33,0,0,0,1,0
Andre Adams,3,1,0,4,4,4,0.5,80,0,0,0,1,0
Abul Hasan,5,1,0,4,4,4,0.2,200,0,0,0,1,0
Shafiul Islam,8,1,1,4,4,0,0.5,80,0,0,0,0,0
Nadif Chowdhury,4,1,0,4,4,4,1.0,66.67,0,0,0,0,0
Sanjamul Islam,2,1,0,3,3,3,1.3,33.33,0,0,0,0,0
Monir Hossain,6,2,1,3,3,3,0.5,60,0,0,1,0,0
Rizwan Cheema,1,1,0,2,2,2,0.3,66.67,0,0,0,0,0
Al-Amin Hossain,6,1,1,2,2,0,0.2,100,0,0,0,0,0
Gary Keedy,1,1,0,2,2,2,1.0,33.33,0,0,0,0,0
Elias Sunny,12,4,3,2,1,2,1.0,33.33,0,0,1,0,0
Talha Jubair,1,1,1,1,1,0,0.2,50,0,0,0,0,0
Hammad Azam,1,1,0,1,1,1,0.3,33.33,0,0,0,0,0
Marco Marais,6,6,3,359,106,119.67,30.2,197.25,2,2,1,28,26
Delano Potgieter,6,5,0,217,71,43.4,26.1,138.22,0,3,0,19,11
Patrick Kruger,4,4,1,200,86,66.67,19.1,173.91,0,2,0,20,12
Kyle Nipper,4,4,0,189,77,47.25,21.0,150,0,2,0,19,8
Cody Chetty,4,4,1,188,94,62.67,20.4,151.61,0,2,1,22,5
Tarisai Musakanda,4,4,3,182,67,182,23.5,127.27,0,2,0,15,2
Grant Thomson,5,5,0,182,53,36.4,22.0,137.88,0,1,0,13,4
Janneman Malan,4,4,1,178,128,59.33,17.0,174.51,1,0,0,21,8
Willem Mulder,6,6,1,178,63,35.6,21.5,135.88,0,2,0,19,3
Wihan Lubbe,5,4,0,173,102,43.25,14.1,203.53,1,1,0,11,13
Shane Dadswell,5,5,1,171,98,42.75,13.4,208.54,0,1,0,16,13
